UniProt,PFAM,Count
Q9H0D6,XRN_N,1
Q9H0E9,Bromodomain,2
Q9H2G2,PKK,2
Q9H2G2,PK_Tyr_Ser-Thr,1
Q9H2G2,Pkinase,1
Q9H4M9,DUF5600,1
Q9H4M9,Dynamin_N,1
Q9H4M9,EF-hand_4,1
Q9H4M9,EHD_N,1
Q9H4M9,MMR_HSR1,1
Q9H5Q4,RrnaAD,1
Q9H7B4,SET,1
Q9H7B4,zf-MYND,1
Q9HA92,HemN_C,1
Q9HA92,Radical_SAM,1
Q9HB71,CS,1
Q9HB71,SGS,1
Q9HB71,Siah-Interact_N,1
Q9NPI1,Bromodomain,1
Q9NPI1,DUF3512,1
Q9NPJ6,Med4,1
Q9NQ29,LUC7,1
Q9NQC3,Reticulon,1
Q9NQT4,RNase_PH,1
Q9NQT4,RNase_PH_C,1
Q9NR46,BAR,1
Q9NR46,BAR_2,1
Q9NR46,SH3_1,1
Q9NR46,SH3_2,1
Q9NR46,SH3_9,1
Q9NRW3,APOBEC1,1
Q9NRW3,APOBEC2,1
Q9NRW3,APOBEC3,1
Q9NRW3,APOBEC4,1
Q9NRW3,APOBEC4_like,1
Q9NRW3,APOBEC_C,1
Q9NRW3,APOBEC_N,1
Q9NRW3,NAD1,1
Q9NRW3,NAD2,1
Q9NRW3,SNAD4,1
Q9NS69,Tom22,1
Q9NSE4,Anticodon_1,1
Q9NSE4,tRNA-synt_1,1
Q9NSE4,tRNA-synt_1_2,1
Q9NSE4,tRNA-synt_1g,1
Q9NSE4,zf-FPG_IleRS,1
Q9NSV4,Drf_FH3,1
Q9NSV4,Drf_GBD,1
Q9NSV4,FH2,1
Q9NUL3,Staufen_C,1
Q9NUL3,dsrm,4
Q9NVI1,FANCI_HD1,1
Q9NVI1,FANCI_HD2,1
Q9NVI1,FANCI_S1,1
Q9NVI1,FANCI_S1-cap,1
Q9NVI1,FANCI_S2,1
Q9NVI1,FANCI_S3,1
Q9NVI1,FANCI_S4,1
Q9NW13,RRM_1,3
Q9NW64,RRM_1,1
Q9NWK9,zf-HIT,1
Q9NY61,AATF-Che1,1
Q9NY61,TRAUB,1
Q9NYA1,DAGK_cat,1
Q9NYA4,FYVE,1
Q9NYA4,Myotub-related,1
Q9NYF8,THRAP3_BCLAF1,1
Q9NZI8,KH_1,4
Q9NZI8,RRM_1,2
Q9NZP6,POM121,1
Q9NZZ3,Snf7,1
Q9P013,Cwf_Cwc_15,1
Q9P0I2,EMC3_TMCO1,1
Q9P1Y6,PHD,1
Q9P1Y6,zf-C3HC4,1
Q9P1Y6,zf-C3HC4_2,1
Q9P1Y6,zf-RING_2,1
Q9P1Y6,zf-RING_UBOX,1
Q9P2R3,Ank,5
Q9P2R3,Ank_2,5
Q9P2R3,Ank_3,2
Q9P2R3,Ank_4,5
Q9P2R3,Ank_5,4
Q9P2R3,BTB,1
Q9P2R3,FYVE,1
Q9UBV8,EF-hand_1,1
Q9UBV8,EF-hand_5,2
Q9UBV8,EF-hand_6,1
Q9UBV8,EF-hand_7,1
Q9UBV8,EF-hand_8,1
Q9UDY8,I-set,1
Q9UDY8,Ig_2,2
Q9UDY8,Ig_3,2
Q9UDY8,MALT1_Ig,1
Q9UDY8,Peptidase_C14,1
Q9UDY8,ig,1
Q9UFF9,CAF1,2
Q9UHA3,Ribosomal_L24e,1
Q9UHB6,LIM,1
Q9UHC7,MKRN1_C,1
Q9UHC7,zf-C3HC4,1
Q9UHC7,zf-CCCH,3
Q9UHC7,zf-CCCH_2,4
Q9UHC7,zf-CCCH_4,3
Q9UHP3,UCH,1
Q9UHP3,UIM,2
Q9UI14,PRA1,1
Q9UI47,Vinculin,2
Q9UJV9,DEAD,1
Q9UJV9,Helicase_C,1
Q9UJX6,ANAPC2,1
Q9UJX6,Cullin,1
Q9UKD2,RL10P_insert,1
Q9UKD2,Ribosomal_L10,1
Q9UKV3,RSB_motif,1
Q9UKV3,SAP,1
Q9ULV8,Cbl_N,1
Q9ULV8,Cbl_N2,1
Q9ULV8,Cbl_N3,1
Q9ULV8,Prok-RING_4,1
Q9ULV8,zf-C3HC4,1
Q9ULV8,zf-C3HC4_3,1
Q9UM54,Myosin-VI_CBD,1
Q9UM54,Myosin_head,1
Q9UMS0,Nfu_N,1
Q9UMS0,NifU,1
Q9UNF0,FCH,1
Q9UNF0,SH3_1,1
Q9UNF0,SH3_2,1
Q9UNF0,SH3_9,1
Q9UNZ2,SEP,1
Q9UNZ2,UBA_4,1
Q9UNZ2,UBX,1
Q9UQ13,LRR_4,2
Q9UQ13,LRR_5,1
Q9UQ13,LRR_8,5
Q9Y2G2,CARD,1
Q9Y2G2,FIIND,1
Q9Y2Z4,tRNA-synt_1b,1
Q9Y371,BAR,1
Q9Y371,BAR_2,1
Q9Y371,SH3_1,1
Q9Y371,SH3_2,1
Q9Y371,SH3_9,1
Q9Y383,LUC7,1
Q9Y399,Ribosomal_S2,2
Q9Y3C1,Nop16,2
Q9Y3E7,Snf7,1
Q9Y3Z3,HD,1
Q9Y3Z3,SAM_1,1
Q9Y3Z3,SAM_2,1
Q9Y483,Mtf2_C,1
Q9Y483,PHD,1
Q9Y483,Tudor_2,1
Q9Y4E5,PIN_11,1
Q9Y5S9,RRM_1,1
Q9Y5S9,RRM_3,1
Q9Y5X1,BAR_3_WASP_bdg,1
Q9Y5X1,PX,1
Q9Y5X1,SH3_1,1
Q9Y5X1,SH3_2,1
Q9Y5X1,SH3_9,1
Q9Y6A9,SPC12,1
Q9Y6E2,W2,1
Q9Y6V7,DEAD,1
Q9Y6V7,Helicase_C,1
Q9Y6V7,ResIII,1
